,Friction Factor,Sliding Speed
0,0.3444066666666667,4.726666666666667e-06
1,0.40796666666666664,4.77e-06
2,0.3986,4.976666666666667e-06
3,0.39713333333333334,5.046666666666666e-06
4,0.4139333333333333,5.073333333333334e-06
5,0.41996666666666665,5.156666666666667e-06
6,0.4248,5.246666666666666e-06
7,0.43460000000000004,5.176666666666667e-06
8,0.45176666666666665,5.310000000000001e-06
9,0.4666333333333334,5.459999999999999e-06
10,0.4721,5.649999999999999e-06
11,0.4782333333333333,5.76e-06
12,0.4756666666666667,5.866666666666667e-06
13,0.47950000000000004,5.986666666666667e-06
14,0.4822666666666667,6.08e-06
15,0.48233333333333334,6.19e-06
16,0.4836666666666667,6.306666666666666e-06
17,0.4827333333333333,6.413333333333334e-06
18,0.4832666666666667,6.556666666666667e-06
19,0.48533333333333334,6.666666666666666e-06
20,0.4827333333333333,6.7733333333333326e-06
21,0.484,6.893333333333333e-06
22,0.48233333333333334,7.063333333333333e-06
23,0.486,7.186666666666667e-06
24,0.48966666666666664,7.243333333333333e-06
25,0.5366666666666666,7.463333333333334e-06
26,0.5533333333333333,7.593333333333334e-06
27,0.5760000000000001,7.663333333333333e-06
28,0.586,7.93e-06
29,0.5960000000000001,7.98e-06
30,0.5983333333333333,8.18e-06
31,0.602,8.32e-06
32,0.602,8.48e-06
33,0.5990000000000001,8.626666666666668e-06
34,0.5986666666666668,8.786666666666667e-06
35,0.5956666666666667,8.933333333333333e-06
36,0.5933333333333334,9.11e-06
37,0.59,9.276666666666667e-06
38,0.5863333333333333,9.463333333333333e-06
39,0.589,9.633333333333333e-06
40,0.5956666666666667,9.786666666666666e-06
41,0.6036666666666667,9.99e-06
42,0.6093333333333334,1.0199999999999999e-05
43,0.6126666666666667,1.04e-05
44,0.614,1.0533333333333331e-05
45,0.612,1.0733333333333333e-05
46,0.6096666666666667,1.0933333333333333e-05
47,0.6116666666666667,1.1133333333333332e-05
48,0.6110000000000001,1.1333333333333334e-05
49,0.6096666666666667,1.1566666666666667e-05
50,0.6046666666666666,1.18e-05
51,0.606,1.2e-05
52,0.609,1.22e-05
53,0.611,1.2433333333333333e-05
54,0.608,1.2700000000000002e-05
55,0.6093333333333333,1.29e-05
56,0.609,1.3233333333333334e-05
57,0.607,1.34e-05
58,0.608,1.3633333333333332e-05
59,0.6066666666666666,1.3866666666666667e-05
60,0.6026666666666667,1.4099999999999999e-05
61,0.6086666666666667,1.44e-05
62,0.6163333333333333,1.4666666666666666e-05
63,0.622,1.5e-05
64,0.6206666666666667,1.5199999999999998e-05
65,0.6186666666666666,1.55e-05
66,0.6213333333333333,1.58e-05
67,0.6283333333333333,1.61e-05
68,0.6306666666666666,1.64e-05
69,0.6326666666666666,1.67e-05
70,0.6343333333333333,1.7033333333333335e-05
71,0.637,1.73e-05
72,0.6403333333333333,1.7666666666666668e-05
73,0.6349999999999999,1.8e-05
74,0.6336666666666666,1.83e-05
75,0.6383333333333333,1.8666666666666665e-05
76,0.636,1.9e-05
77,0.6373333333333333,1.9333333333333337e-05
78,0.6476666666666667,1.9733333333333333e-05
79,0.654,2.0133333333333336e-05
80,0.6493333333333333,2.0433333333333333e-05
81,0.649,2.08e-05
82,0.6496666666666667,2.12e-05
83,0.6523333333333333,2.16e-05
84,0.6589999999999999,2.2000000000000003e-05
85,0.6646666666666667,2.24e-05
86,0.6683333333333333,2.28e-05
87,0.6693333333333333,2.3233333333333333e-05
88,0.6696666666666666,2.3699999999999997e-05
89,0.6649999999999999,2.41e-05
90,0.6713333333333332,2.4566666666666666e-05
91,0.6743333333333332,2.496666666666667e-05
92,0.6763333333333333,2.55e-05
93,0.6789999999999999,2.5899999999999996e-05
94,0.6773333333333333,2.64e-05
95,0.6696666666666666,2.69e-05
96,0.6776666666666668,2.74e-05
97,0.6766666666666667,2.79e-05
98,0.6789999999999999,2.8433333333333334e-05
99,0.686,2.9e-05
100,0.6836666666666668,2.95e-05
101,0.6746666666666666,3.01e-05
102,0.66,3.06e-05
103,0.6533333333333334,3.12e-05
104,0.6486666666666666,3.176666666666667e-05
105,0.6556666666666667,3.24e-05
106,0.6586666666666666,3.293333333333333e-05
107,0.6593333333333333,3.36e-05
108,0.6476666666666667,3.42e-05
109,0.6406666666666667,3.48e-05
110,0.6406666666666666,3.55e-05
111,0.6246666666666667,3.61e-05
112,0.6206666666666667,3.68e-05
113,0.61,3.7466666666666665e-05
114,0.618,3.82e-05
115,0.635,3.89e-05
116,0.65,3.963333333333333e-05
117,0.6759999999999998,4.03e-05
118,0.6943333333333334,4.11e-05
119,0.7093333333333334,4.190000000000001e-05
120,0.7200000000000001,4.26e-05
121,0.7353333333333333,4.343333333333333e-05
122,0.7316666666666666,4.4233333333333336e-05
123,0.727,4.5e-05
124,0.7143333333333333,4.586666666666667e-05
125,0.7116666666666668,4.673333333333333e-05
126,0.7246666666666667,4.76e-05
127,0.7223333333333333,4.8500000000000007e-05
128,0.694,4.933333333333333e-05
129,0.6829999999999999,5.03e-05
130,0.6793333333333332,5.1166666666666666e-05
131,0.6876666666666665,5.21e-05
132,0.7136666666666667,5.310000000000001e-05
133,0.7246666666666667,5.4099999999999994e-05
134,0.7316666666666666,5.5133333333333336e-05
135,0.7320000000000001,5.619999999999999e-05
136,0.731,5.723333333333333e-05
137,0.746,5.83e-05
138,0.7583333333333333,5.9300000000000005e-05
139,0.765,6.04e-05
140,0.7633333333333333,6.15e-05
141,0.765,6.263333333333334e-05
142,0.7643333333333334,6.39e-05
143,0.751,6.506666666666666e-05
144,0.7433333333333333,6.623333333333334e-05
145,0.739,6.74e-05
146,0.73,6.866666666666668e-05
147,0.7236666666666666,6.996666666666666e-05
148,0.7186666666666667,7.13e-05
149,0.7166666666666667,7.263333333333334e-05
150,0.6973333333333334,7.393333333333332e-05
151,0.6976666666666667,7.53e-05
152,0.7086666666666667,7.67e-05
153,0.7256666666666666,7.813333333333334e-05
154,0.7333333333333334,7.953333333333333e-05
155,0.7333333333333334,8.106666666666667e-05
156,0.7423333333333334,8.26e-05
157,0.7573333333333333,8.413333333333334e-05
158,0.7600000000000001,8.563333333333333e-05
159,0.7626666666666667,8.73e-05
160,0.7346666666666666,8.883333333333334e-05
161,0.726,9.050000000000002e-05
162,0.7146666666666667,9.216666666666667e-05
163,0.7163333333333334,9.386666666666667e-05
164,0.699,9.566666666666666e-05
165,0.7080000000000001,9.736666666666667e-05
166,0.7050000000000001,9.916666666666667e-05
167,0.7143333333333334,0.000101
168,0.7163333333333334,0.000103
169,0.6933333333333334,0.000105
170,0.7056666666666667,0.000107
171,0.723,0.000109
172,0.7246666666666667,0.000111
173,0.7336666666666666,0.000113
174,0.7436666666666666,0.00011500000000000002
175,0.7373333333333333,0.00011699999999999998
176,0.7273333333333333,0.000119
177,0.7113333333333333,0.000121
178,0.7160000000000001,0.000124
179,0.733,0.000126
180,0.6970000000000001,0.000128
181,0.6896666666666667,0.000131
182,0.6983333333333334,0.000133
183,0.7136666666666667,0.000136
184,0.7036666666666666,0.000138
185,0.673,0.00014033333333333332
186,0.7046666666666667,0.000143
187,0.7090000000000001,0.000146
188,0.7200000000000001,0.000149
189,0.6746666666666666,0.000151
190,0.6903333333333332,0.000154
191,0.7133333333333334,0.000157
192,0.6976666666666667,0.00016
193,0.715,0.00016300000000000003
194,0.7133333333333334,0.000166
195,0.6933333333333334,0.000169
196,0.7276666666666666,0.00017199999999999998
197,0.7213333333333333,0.000175
198,0.7126666666666667,0.000179
199,0.6906666666666667,0.000182
200,0.7203333333333334,0.00018499999999999997
201,0.7166666666666668,0.00018866666666666665
202,0.731,0.000192
203,0.6573333333333333,0.000196
204,0.6789999999999999,0.00019900000000000004
205,0.6593333333333333,0.00020299999999999997
206,0.6869999999999999,0.00020700000000000002
207,0.699,0.000211
208,0.691,0.00021433333333333333
209,0.7003333333333334,0.00021833333333333332
210,0.738,0.000223
211,0.7273333333333333,0.000227
212,0.7206666666666667,0.000231
213,0.6893333333333334,0.000235
214,0.6893333333333334,0.00024
215,0.6953333333333332,0.000244
216,0.7083333333333334,0.0002486666666666667
217,0.714,0.000253
218,0.6829999999999999,0.000258
219,0.6666666666666666,0.0002623333333333334
220,0.6993333333333333,0.00026766666666666665
221,0.7130000000000001,0.00027266666666666666
222,0.6646666666666666,0.00027733333333333337
223,0.6213333333333333,0.00028233333333333333
224,0.6709999999999999,0.000288
225,0.6673333333333332,0.000293
226,0.6433333333333334,0.00029833333333333334
227,0.6486666666666666,0.000304
228,0.614,0.00031
229,0.6656666666666666,0.0003153333333333333
230,0.6673333333333332,0.00032133333333333336
231,0.6793333333333335,0.000327
232,0.6750000000000002,0.000333
233,0.6833333333333332,0.00033966666666666666
234,0.6663333333333333,0.000346
235,0.6076666666666667,0.00035200000000000005
236,0.6176666666666666,0.000359
237,0.6469999999999999,0.00036533333333333334
238,0.6356666666666667,0.000372
239,0.6043333333333333,0.000379
240,0.604,0.000386
241,0.601,0.00039299999999999996
242,0.602,0.0004003333333333333
243,0.5916666666666667,0.000408
244,0.645,0.0004156666666666666
245,0.632,0.000423
246,0.661,0.000431
247,0.6146666666666667,0.000439
248,0.6146666666666667,0.0004470000000000001
249,0.6073333333333334,0.0004556666666666667
250,0.6456666666666667,0.000464
251,0.612,0.0004723333333333333
252,0.6146666666666666,0.00048099999999999993
253,0.6723333333333333,0.0004903333333333334
254,0.6483333333333333,0.0004993333333333333
255,0.6526666666666667,0.0005086666666666667
256,0.6326666666666666,0.000518
257,0.6143333333333333,0.000528
258,0.6166666666666666,0.0005373333333333333
259,0.612,0.0005473333333333334
260,0.6243333333333333,0.0005576666666666667
261,0.649,0.000568
262,0.629,0.0005783333333333334
263,0.6636666666666667,0.000589
264,0.606,0.0006
265,0.6026666666666666,0.000611
266,0.594,0.0006223333333333334
267,0.5996666666666667,0.000634
268,0.588,0.0006456666666666667
269,0.6526666666666667,0.0006580000000000001
270,0.6036666666666667,0.00067
271,0.6573333333333333,0.0006826666666666666
272,0.609,0.000695
273,0.6113333333333334,0.000708
274,0.6053333333333334,0.000721
275,0.6149999999999999,0.000734
276,0.5953333333333334,0.0007476666666666668
277,0.614,0.000762
278,0.6306666666666666,0.0007763333333333333
279,0.5870000000000001,0.0007903333333333333
280,0.612,0.000805
281,0.59,0.00082
282,0.6023333333333333,0.0008350000000000001
283,0.5903333333333333,0.0008506666666666666
284,0.5569999999999999,0.0008663333333333334
285,0.5406666666666667,0.0008826666666666667
286,0.5536666666666666,0.000899
287,0.5840000000000001,0.000916
288,0.5893333333333334,0.000932
289,0.566,0.0009493333333333333
290,0.5523333333333332,0.0009673333333333334
291,0.5686666666666667,0.000985333333333333
292,0.5626666666666668,0.001
293,0.5870000000000001,0.00102
294,0.5696666666666667,0.00104
295,0.586,0.00106
296,0.5910000000000001,0.00108
297,0.6206666666666667,0.0011
298,0.6093333333333333,0.00112
299,0.529,0.00114
300,0.5806666666666667,0.00116
301,0.5666666666666668,0.00118
302,0.5953333333333334,0.00121
303,0.5503333333333332,0.00123
304,0.5606666666666666,0.00125
305,0.5703333333333334,0.00127
306,0.544,0.0013
307,0.5313333333333333,0.00132
308,0.49033333333333334,0.0013499999999999999
309,0.5576666666666666,0.00137
310,0.555,0.0014
311,0.5346666666666666,0.00142
312,0.5466666666666667,0.00145
313,0.5223333333333333,0.0014799999999999998
314,0.5459999999999999,0.0015000000000000002
315,0.5513333333333335,0.00153
316,0.527,0.00156
317,0.5223333333333334,0.00159
318,0.529,0.00162
319,0.5383333333333332,0.0016499999999999998
320,0.4883333333333333,0.00168
321,0.5476666666666667,0.00171
322,0.49333333333333335,0.00174
323,0.4836666666666667,0.00177
324,0.5176666666666666,0.00181
325,0.48533333333333334,0.0018400000000000003
326,0.48666666666666664,0.00187
327,0.4713333333333334,0.00191
328,0.48566666666666664,0.0019433333333333334
329,0.5143333333333333,0.00198
330,0.48499999999999993,0.00202
331,0.5093333333333333,0.00205
332,0.517,0.00209
333,0.5373333333333333,0.00213
334,0.458,0.00217
335,0.49033333333333334,0.00221
336,0.5023333333333334,0.00225
337,0.521,0.00229
338,0.47900000000000004,0.00234
339,0.42333333333333334,0.00238
340,0.49066666666666664,0.00242
341,0.4746666666666666,0.00247
342,0.4666666666666666,0.00251
343,0.48100000000000004,0.00256
344,0.4266666666666667,0.00261
345,0.4633333333333333,0.0026600000000000005
346,0.43533333333333335,0.00271
347,0.48233333333333334,0.00276
348,0.43500000000000005,0.00281
349,0.447,0.00286
350,0.43100000000000005,0.00291
351,0.418,0.00297
352,0.44533333333333336,0.00302
353,0.44133333333333336,0.00308
354,0.462,0.0031299999999999995
355,0.418,0.00319
356,0.446,0.00325
357,0.4286666666666667,0.00331
358,0.422,0.00337
359,0.441,0.0034366666666666664
360,0.4296666666666667,0.0035
361,0.429,0.0035599999999999994
362,0.4083333333333334,0.00363
363,0.442,0.0037
364,0.433,0.0037700000000000003
365,0.38466666666666666,0.00384
366,0.39333333333333337,0.00391
367,0.36766666666666664,0.00398
368,0.40633333333333327,0.00405
369,0.3946666666666667,0.00413
370,0.4043333333333334,0.004206666666666667
371,0.40399999999999997,0.00428
372,0.4073333333333333,0.00436
373,0.3463333333333334,0.00444
374,0.38366666666666666,0.004523333333333333
375,0.38933333333333336,0.00461
376,0.363,0.00469
377,0.3673333333333333,0.00478
378,0.3406666666666667,0.00487
379,0.35833333333333334,0.00496
380,0.3673333333333333,0.00505
381,0.36199999999999993,0.00515
382,0.359,0.005239999999999999
383,0.3706666666666667,0.00534
384,0.34400000000000003,0.00544
385,0.3606666666666667,0.00554
386,0.35766666666666663,0.00564
387,0.35700000000000004,0.005750000000000001
388,0.353,0.00585
389,0.331,0.00596
390,0.3243333333333333,0.00607
391,0.332,0.006180000000000001
392,0.332,0.0063
393,0.32866666666666666,0.006413333333333333
394,0.3236666666666667,0.00653
395,0.32033333333333336,0.0066566666666666675
396,0.3339999999999999,0.006779999999999999
397,0.314,0.006906666666666668
398,0.301,0.007029999999999999
399,0.3153333333333333,0.00716
400,0.313,0.007296666666666667
401,0.30666666666666664,0.00743
402,0.3,0.00757
403,0.3116666666666667,0.007709999999999999
404,0.3003333333333334,0.00785
405,0.28200000000000003,0.008
406,0.29033333333333333,0.008146666666666665
407,0.2976666666666667,0.0083
408,0.29233333333333333,0.00845
409,0.2843333333333334,0.00861
410,0.284,0.008766666666666667
411,0.2866666666666667,0.00893
412,0.265,0.00909
413,0.27233333333333337,0.00926
414,0.28333333333333327,0.009433333333333334
415,0.258,0.00961
416,0.2743333333333334,0.00979
417,0.26399999999999996,0.00997
418,0.24566666666666667,0.0102
419,0.266,0.0103
420,0.26033333333333336,0.0105
421,0.25633333333333336,0.0107
422,0.253,0.0109
423,0.23866666666666667,0.0111
424,0.248,0.0113
425,0.25,0.011500000000000002
426,0.244,0.0118
427,0.23933333333333331,0.012000000000000002
428,0.22133333333333335,0.0122
429,0.23766666666666666,0.0124
430,0.22299999999999998,0.012699999999999998
431,0.22966666666666666,0.0129
432,0.21233333333333335,0.0131
433,0.22533333333333336,0.0134
434,0.224,0.0136
435,0.22333333333333336,0.013900000000000001
436,0.20866666666666667,0.0141
437,0.21566666666666667,0.014400000000000001
438,0.21366666666666667,0.0147
439,0.20666666666666667,0.014900000000000002
440,0.19099999999999998,0.0152
441,0.20733333333333334,0.0155
442,0.19899999999999998,0.0158
443,0.19833333333333333,0.0161
444,0.19099999999999998,0.0164
445,0.19566666666666666,0.0167
446,0.19366666666666665,0.017
447,0.17733333333333334,0.0173
448,0.18966666666666665,0.0176
449,0.18733333333333335,0.0179
450,0.17600000000000002,0.0183
451,0.18333333333333335,0.0186
452,0.17666666666666667,0.019
453,0.16733333333333333,0.0193
454,0.17566666666666664,0.0197
455,0.17466666666666666,0.02
456,0.15733333333333333,0.0204
457,0.1683333333333333,0.0208
458,0.166,0.0212
459,0.16066666666666665,0.021599999999999998
460,0.15766666666666665,0.022000000000000002
461,0.154,0.0224
462,0.15966666666666665,0.0228
463,0.15466666666666665,0.0232
464,0.151,0.0236
465,0.147,0.0241
466,0.139,0.024500000000000004
467,0.14033333333333334,0.025000000000000005
468,0.1416666666666667,0.025399999999999995
469,0.14200000000000002,0.025899999999999996
470,0.14100000000000001,0.026399999999999996
471,0.1406666666666667,0.026899999999999997
472,0.13633333333333333,0.027399999999999997
473,0.137,0.027899999999999998
474,0.13233333333333333,0.028399999999999998
475,0.13533333333333333,0.0289
476,0.129,0.0295
477,0.12866666666666668,0.03
478,0.122,0.0306
479,0.12333333333333334,0.0311
480,0.11466666666666665,0.0317
481,0.11699999999999999,0.0323
482,0.11566666666666665,0.0329
483,0.11766666666666666,0.0335
484,0.118,0.0341
485,0.11,0.0348
486,0.11,0.0354
487,0.11266666666666665,0.0361
488,0.105,0.0367
489,0.1048,0.0374
490,0.10726666666666666,0.0381
491,0.09936666666666667,0.0388
492,0.09953333333333332,0.0395
493,0.10146666666666666,0.0403
494,0.09426666666666667,0.041
495,0.09726666666666667,0.0418
496,0.09593333333333333,0.0425
497,0.09763333333333334,0.0433
498,0.08856666666666668,0.0441
499,0.08873333333333333,0.045000000000000005
500,0.09066666666666667,0.0458
501,0.0902,0.0466
502,0.09146666666666668,0.04750000000000001
503,0.08743333333333332,0.0484
504,0.08303333333333333,0.04929999999999999
505,0.0807,0.0502
506,0.0799,0.0511
507,0.08083333333333333,0.0521
508,0.08053333333333333,0.053
509,0.0793,0.054
510,0.07636666666666667,0.055
511,0.07586666666666668,0.056
512,0.07543333333333334,0.057100000000000005
513,0.07396666666666667,0.058100000000000006
514,0.07356666666666667,0.0592
515,0.07066666666666667,0.0603
516,0.06823333333333333,0.0614
517,0.06743333333333333,0.0626
518,0.06826666666666666,0.0637
519,0.06873333333333333,0.0649
520,0.0701,0.0661
521,0.0689,0.0673
522,0.0625,0.0686
523,0.06380000000000001,0.0699
524,0.06430000000000001,0.0711
525,0.06616666666666667,0.0725
526,0.0607,0.0738
527,0.062,0.0752
528,0.06336666666666667,0.0766
529,0.05723333333333333,0.078
530,0.05883333333333333,0.0794
531,0.056933333333333336,0.0809
532,0.057466666666666666,0.0824
533,0.05783333333333333,0.08390000000000002
534,0.05636666666666667,0.0855
535,0.05463333333333333,0.0871
536,0.054733333333333335,0.0887
537,0.0519,0.0903
538,0.05503333333333333,0.09200000000000001
539,0.0531,0.0937
540,0.0501,0.09549999999999999
541,0.053766666666666664,0.0972
542,0.050499999999999996,0.09900000000000002
543,0.05043333333333333,0.10100000000000002
544,0.04893333333333333,0.103
545,0.04886666666666667,0.105
546,0.0494,0.107
547,0.04806666666666667,0.109
548,0.04800000000000001,0.111
549,0.04753333333333334,0.113
550,0.04683333333333334,0.115
551,0.046599999999999996,0.117
552,0.0469,0.119
553,0.046533333333333336,0.121
554,0.04566666666666667,0.123
555,0.0446,0.126
556,0.04416666666666667,0.128
557,0.044833333333333336,0.13
558,0.043899999999999995,0.133
559,0.04326666666666667,0.135
560,0.044199999999999996,0.138
561,0.04293333333333333,0.14
562,0.044199999999999996,0.143
563,0.0401,0.146
564,0.041,0.148
565,0.04163333333333333,0.151
566,0.039400000000000004,0.154
567,0.040433333333333335,0.157
568,0.0408,0.16
569,0.0406,0.163
570,0.0404,0.166
571,0.04006666666666667,0.169
572,0.03953333333333333,0.17200000000000001
573,0.0399,0.17499999999999996
574,0.0396,0.17800000000000002
575,0.0386,0.18200000000000002
576,0.03903333333333333,0.18499999999999997
577,0.039,0.18800000000000003
578,0.0388,0.19200000000000003
579,0.03826666666666667,0.19499999999999998
580,0.03786666666666666,0.19899999999999998
581,0.038033333333333336,0.20299999999999999
582,0.038566666666666666,0.206
583,0.0398,0.21
584,0.04016666666666666,0.214
585,0.037766666666666664,0.218
586,0.04096666666666667,0.222
587,0.04123333333333334,0.226
588,0.04106666666666667,0.2306666666666667
589,0.042666666666666665,0.235
590,0.042666666666666665,0.239
591,0.0419,0.244
592,0.042433333333333344,0.248
593,0.04146666666666667,0.253
594,0.0426,0.257
595,0.0403,0.262
596,0.038766666666666665,0.267
597,0.040799999999999996,0.272
598,0.0426,0.277
599,0.041699999999999994,0.282
